Accession,DB,Module,MIBiG Accession,Substrate Specificity,Start,End,Taxonomy,Verbose ID
AGZ15459.1,GenBank,mod1,NA,pip,694,1181,Bacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces,AGZ15459.1_694_mod1_pip
AGZ15459.1,GenBank,mod2,BGC0001036,3oh-3me-pro,2235,2720,Bacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces,BGC0001036_AGZ15459.1_2235_mod2_3oh-3me-pro
AGZ15459.1,GenBank,mod2,NA,3oh-3me-pro,2235,2720,Bacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces,AGZ15459.1_2235_mod2_3oh-3me-pro
AGZ15460.1,GenBank,mod1,BGC0001036,noh-val,476,889,Bacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces,BGC0001036_AGZ15460.1_476_mod1_noh-val
AGZ15460.1,GenBank,mod1,NA,noh-val,476,889,Bacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces,AGZ15460.1_476_mod1_noh-val
AGZ15476.1,GenBank,mod1,BGC0001036,3oh-leu,490,991,Bacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces,BGC0001036_AGZ15476.1_490_mod1_3oh-leu
AGZ15476.1,GenBank,mod1,NA,3oh-leu,490,991,Bacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces,AGZ15476.1_490_mod1_3oh-leu
AHB82069.1,GenBank,mod1,BGC0001019,asn,1590,2068,Bacteria_Proteobacteria_Deltaproteobacteria_Myxococcales_Sorangiineae_Polyangiaceae_Jahnella,BGC0001019_AHB82069.1_1590_mod1_asn
AHB82071.1,GenBank,mod1,BGC0001019,gly,523,956,Bacteria_Proteobacteria_Deltaproteobacteria_Myxococcales_Sorangiineae_Polyangiaceae_Jahnella,BGC0001019_AHB82071.1_523_mod1_gly
AHB82071.1,GenBank,mod2,BGC0001019,trp,2004,2474,Bacteria_Proteobacteria_Deltaproteobacteria_Myxococcales_Sorangiineae_Polyangiaceae_Jahnella,BGC0001019_AHB82071.1_2004_mod2_trp
AHB82071.1,GenBank,mod3,BGC0001019,gly,3517,4014,Bacteria_Proteobacteria_Deltaproteobacteria_Myxococcales_Sorangiineae_Polyangiaceae_Jahnella,BGC0001019_AHB82071.1_3517_mod3_gly
AHB82072.1,GenBank,mod1,BGC0001019,gly,552,1033,Bacteria_Proteobacteria_Deltaproteobacteria_Myxococcales_Sorangiineae_Polyangiaceae_Jahnella,BGC0001019_AHB82072.1_552_mod1_gly
AHF20582.1,GenBank,mod1,BGC0000418,hpg,26,485,Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Amycolatopsis,BGC0000418_AHF20582.1_26_mod1_hpg
AHF20582.1,GenBank,mod2,BGC0000418,bht,1038,1516,Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Amycolatopsis,BGC0000418_AHF20582.1_1038_mod2_bht
AHF20583.1,GenBank,mod1,BGC0000418,dpg,473,935,Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Amycolatopsis,BGC0000418_AHF20583.1_473_mod1_dpg
AHF20584.1,GenBank,mod1,BGC0000418,hpg,460,936,Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Amycolatopsis,BGC0000418_AHF20584.1_460_mod1_hpg
AHF20584.1,GenBank,mod2,BGC0000418,hpg,1929,2407,Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Amycolatopsis,BGC0000418_AHF20584.1_1929_mod2_hpg
AHF20584.1,GenBank,mod3,BGC0000418,bht,3410,3882,Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Amycolatopsis,BGC0000418_AHF20584.1_3410_mod3_bht
AHF20585.1,GenBank,mod1,BGC0000418,dpg,481,969,Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Amycolatopsis,BGC0000418_AHF20585.1_481_mod1_dpg
AHF21228.1,GenBank,mod1,BGC0000449,val,474,989,Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus,BGC0000449_AHF21228.1_474_mod1_val
AHF21228.1,GenBank,mod1,NA,val,474,989,Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus,AHF21228.1_474_mod1_val
AHF21228.1,GenBank,mod2,BGC0000449,dab,2025,2537,Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus,BGC0000449_AHF21228.1_2025_mod2_dab
AHF21228.1,GenBank,mod2,NA,dab,2025,2537,Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus,AHF21228.1_2025_mod2_dab
AHF21228.1,GenBank,mod3,BGC0000449,gly,3575,4071,Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus,BGC0000449_AHF21228.1_3575_mod3_gly
AHF21228.1,GenBank,mod3,NA,gly,3575,4071,Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus,AHF21228.1_3575_mod3_gly
AHF21228.1,GenBank,mod4,BGC0000449,ser,5129,5642,Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus,BGC0000449_AHF21228.1_5129_mod4_ser
AHF21228.1,GenBank,mod4,NA,ser,5129,5642,Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus,AHF21228.1_5129_mod4_ser
AHF21228.1,GenBank,mod5,BGC0000449,trp,6670,7159,Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus,BGC0000449_AHF21228.1_6670_mod5_trp
AHF21228.1,GenBank,mod5,NA,trp,6670,7159,Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus,AHF21228.1_6670_mod5_trp
AHF21228.1,GenBank,mod6,BGC0000449,ser,8208,8721,Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus,BGC0000449_AHF21228.1_8208_mod6_ser
AHF21228.1,GenBank,mod6,NA,ser,8208,8721,Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus,AHF21228.1_8208_mod6_ser
AHF21228.1,GenBank,mod7,BGC0000449,dab,9291,9844,Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus,BGC0000449_AHF21228.1_9291_mod7_dab
AHF21228.1,GenBank,mod7,NA,dab,9291,9844,Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus,AHF21228.1_9291_mod7_dab
AHF21228.1,GenBank,mod8,BGC0000449,dab,10396,10909,Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus,BGC0000449_AHF21228.1_10396_mod8_dab
AHF21228.1,GenBank,mod8,NA,dab,10396,10909,Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus,AHF21228.1_10396_mod8_dab
AHF21228.1,GenBank,mod9,BGC0000449,phe,11933,12422,Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus,BGC0000449_AHF21228.1_11933_mod9_phe
AHF21228.1,GenBank,mod9,NA,phe,11933,12422,Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus,AHF21228.1_11933_mod9_phe
AHF21228.1,GenBank,mod10,BGC0000449,glu,12993,13511,Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus,BGC0000449_AHF21228.1_12993_mod10_glu
AHF21228.1,GenBank,mod10,NA,glu,12993,13511,Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus,AHF21228.1_12993_mod10_glu
AHF21229.1,GenBank,mod1,BGC0000449,val,280,369,Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus,BGC0000449_AHF21229.1_280_mod1_val
AHF21229.1,GenBank,mod1,NA,val,280,369,Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus,AHF21229.1_280_mod1_val
AHF21229.1,GenBank,mod2,NA,ile,474,836,Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus,AHF21229.1_474_mod2_ile
AHF21229.1,GenBank,mod2,BGC0000449,ile,1387,1888,Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus,BGC0000449_AHF21229.1_1387_mod2_ile
AHF21229.1,GenBank,mod3,NA,ala,1387,1888,Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus,AHF21229.1_1387_mod3_ala
AHF21229.1,GenBank,mod3,BGC0000449,ala,2929,3417,Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus,BGC0000449_AHF21229.1_2929_mod3_ala
AHH53506.1,GenBank,mod1,BGC0000439,trp,475,946,Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Saccharomonospora,BGC0000439_AHH53506.1_475_mod1_trp
AHH53506.1,GenBank,mod1,NA,trp,475,946,Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Saccharomonospora,AHH53506.1_475_mod1_trp
AHH53506.1,GenBank,mod2,BGC0000439,asp,1527,2007,Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Saccharomonospora,BGC0000439_AHH53506.1_1527_mod2_asp
AHH53506.1,GenBank,mod2,NA,asp,1527,2007,Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Saccharomonospora,AHH53506.1_1527_mod2_asp
AHH53506.1,GenBank,mod3,BGC0000439,asp,3045,3514,Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Saccharomonospora,BGC0000439_AHH53506.1_3045_mod3_asp
AHH53506.1,GenBank,mod3,NA,asp,3045,3514,Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Saccharomonospora,AHH53506.1_3045_mod3_asp
AHH53506.1,GenBank,mod4,BGC0000439,thr,4093,4601,Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Saccharomonospora,BGC0000439_AHH53506.1_4093_mod4_thr
AHH53506.1,GenBank,mod4,NA,thr,4093,4601,Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Saccharomonospora,AHH53506.1_4093_mod4_thr
AHH53506.1,GenBank,mod5,BGC0000439,gly,5177,5649,Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Saccharomonospora,BGC0000439_AHH53506.1_5177_mod5_gly
AHH53506.1,GenBank,mod5,NA,gly,5177,5649,Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Saccharomonospora,AHH53506.1_5177_mod5_gly
AHH53507.1,GenBank,mod1,BGC0000439,orn,475,964,Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Saccharomonospora,BGC0000439_AHH53507.1_475_mod1_orn
AHH53507.1,GenBank,mod1,NA,orn,475,964,Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Saccharomonospora,AHH53507.1_475_mod1_orn
AHH53507.1,GenBank,mod2,BGC0000439,asp,1547,2010,Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Saccharomonospora,BGC0000439_AHH53507.1_1547_mod2_asp
AHH53507.1,GenBank,mod2,NA,asp,1547,2010,Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Saccharomonospora,AHH53507.1_1547_mod2_asp
AHH53507.1,GenBank,mod3,BGC0000439,ala,2589,3075,Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Saccharomonospora,BGC0000439_AHH53507.1_2589_mod3_ala
AHH53507.1,GenBank,mod3,NA,ala,2589,3075,Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Saccharomonospora,AHH53507.1_2589_mod3_ala
AHH53507.1,GenBank,mod4,BGC0000439,asp,4147,4613,Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Saccharomonospora,BGC0000439_AHH53507.1_4147_mod4_asp
AHH53507.1,GenBank,mod4,NA,asp,4147,4613,Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Saccharomonospora,AHH53507.1_4147_mod4_asp
AHH53507.1,GenBank,mod5,BGC0000439,gly,5197,5669,Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Saccharomonospora,BGC0000439_AHH53507.1_5197_mod5_gly
AHH53507.1,GenBank,mod5,NA,gly,5197,5669,Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Saccharomonospora,AHH53507.1_5197_mod5_gly
AHH53507.1,GenBank,mod6,BGC0000439,ala,6245,6723,Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Saccharomonospora,BGC0000439_AHH53507.1_6245_mod6_ala
AHH53507.1,GenBank,mod6,NA,ala,6245,6723,Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Saccharomonospora,AHH53507.1_6245_mod6_ala
AHH53508.1,GenBank,mod1,BGC0000439,glu,483,977,Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Saccharomonospora,BGC0000439_AHH53508.1_483_mod1_glu
AHH53508.1,GenBank,mod1,NA,glu,483,977,Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Saccharomonospora,AHH53508.1_483_mod1_glu
AHH53508.1,GenBank,mod2,BGC0000439,kyn,1559,2031,Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Saccharomonospora,BGC0000439_AHH53508.1_1559_mod2_kyn
AHH53508.1,GenBank,mod2,NA,kyn,1559,2031,Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Saccharomonospora,AHH53508.1_1559_mod2_kyn
AHZ20773.1,GenBank,mod1,BGC0000369,thr,478,963,Bacteria_Cyanobacteria_Nostocales_Nostocaceae_Anabaena,BGC0000369_AHZ20773.1_478_mod1_thr
AHZ20773.1,GenBank,mod1,NA,thr,478,963,Bacteria_Cyanobacteria_Nostocales_Nostocaceae_Anabaena,AHZ20773.1_478_mod1_thr
AHZ20773.1,GenBank,mod2,BGC0000369,tyr,2017,2493,Bacteria_Cyanobacteria_Nostocales_Nostocaceae_Anabaena,BGC0000369_AHZ20773.1_2017_mod2_tyr
AHZ20773.1,GenBank,mod2,NA,tyr,2017,2493,Bacteria_Cyanobacteria_Nostocales_Nostocaceae_Anabaena,AHZ20773.1_2017_mod2_tyr
AHZ20774.1,GenBank,mod1,BGC0000369,thr,477,965,Bacteria_Cyanobacteria_Nostocales_Nostocaceae_Anabaena,BGC0000369_AHZ20774.1_477_mod1_thr
AHZ20774.1,GenBank,mod1,NA,thr,477,965,Bacteria_Cyanobacteria_Nostocales_Nostocaceae_Anabaena,AHZ20774.1_477_mod1_thr
AHZ20774.1,GenBank,mod2,BGC0000369,gln,1541,2033,Bacteria_Cyanobacteria_Nostocales_Nostocaceae_Anabaena,BGC0000369_AHZ20774.1_1541_mod2_gln
AHZ20774.1,GenBank,mod2,NA,gln,1541,2033,Bacteria_Cyanobacteria_Nostocales_Nostocaceae_Anabaena,AHZ20774.1_1541_mod2_gln
AHZ20774.1,GenBank,mod3,BGC0000369,gly,3047,3539,Bacteria_Cyanobacteria_Nostocales_Nostocaceae_Anabaena,BGC0000369_AHZ20774.1_3047_mod3_gly
AHZ20774.1,GenBank,mod3,NA,gly,3047,3539,Bacteria_Cyanobacteria_Nostocales_Nostocaceae_Anabaena,AHZ20774.1_3047_mod3_gly
AHZ20781.1,GenBank,mod1,BGC0000369,thr,481,969,Bacteria_Cyanobacteria_Nostocales_Nostocaceae_Anabaena,BGC0000369_AHZ20781.1_481_mod1_thr
AHZ20781.1,GenBank,mod1,NA,thr,481,969,Bacteria_Cyanobacteria_Nostocales_Nostocaceae_Anabaena,AHZ20781.1_481_mod1_thr
AHZ20781.1,GenBank,mod2,BGC0000369,thr,1540,2042,Bacteria_Cyanobacteria_Nostocales_Nostocaceae_Anabaena,BGC0000369_AHZ20781.1_1540_mod2_thr
AHZ20781.1,GenBank,mod2,NA,thr,1540,2042,Bacteria_Cyanobacteria_Nostocales_Nostocaceae_Anabaena,AHZ20781.1_1540_mod2_thr
AHZ20784.1,GenBank,mod1,BGC0000369,nme-thr,509,958,Bacteria_Cyanobacteria_Nostocales_Nostocaceae_Anabaena,BGC0000369_AHZ20784.1_509_mod1_nme-thr
AHZ20784.1,GenBank,mod1,NA,thr,509,958,Bacteria_Cyanobacteria_Nostocales_Nostocaceae_Anabaena,AHZ20784.1_509_mod1_thr
AHZ20784.1,GenBank,mod2,BGC0000369,glu|tyr,1992,2478,Bacteria_Cyanobacteria_Nostocales_Nostocaceae_Anabaena,BGC0000369_AHZ20784.1_1992_mod2_glu|tyr
AHZ20784.1,GenBank,mod2,NA,gln|tyr,1992,2478,Bacteria_Cyanobacteria_Nostocales_Nostocaceae_Anabaena,AHZ20784.1_1992_mod2_gln|tyr
AHZ34232.1,GenBank,mod1,NA,leu,480,958,Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas,AHZ34232.1_480_mod1_leu
AHZ34232.1,GenBank,mod2,NA,leu,1547,2022,Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas,AHZ34232.1_1547_mod2_leu
AHZ34232.1,GenBank,mod3,NA,gln,2599,3090,Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas,AHZ34232.1_2599_mod3_gln
AHZ34233.1,GenBank,mod1,NA,leu,483,961,Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas,AHZ34233.1_483_mod1_leu
AHZ34233.1,GenBank,mod2,NA,gln,1522,2013,Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas,AHZ34233.1_1522_mod2_gln
AHZ34233.1,GenBank,mod3,NA,val,2589,3078,Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas,AHZ34233.1_2589_mod3_val
AHZ34233.1,GenBank,mod4,NA,leu,3643,4122,Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas,AHZ34233.1_3643_mod4_leu
AHZ34233.1,GenBank,mod5,NA,leu,4704,5178,Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas,AHZ34233.1_4704_mod5_leu
AIC32693.1,GenBank,mod1,BGC0001113,thr,544,1029,Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Burkholderia,BGC0001113_AIC32693.1_544_mod1_thr
AID65222.1,GenBank,mod1,BGC0000335,asn,2687,3160,Bacteria_Proteobacteria_Deltaproteobacteria_Myxococcales_Cystobacterineae_Cystobacteraceae_Cystobacter,BGC0000335_AID65222.1_2687_mod1_asn
AID65224.1,GenBank,mod1,BGC0000335,asn,469,944,Bacteria_Proteobacteria_Deltaproteobacteria_Myxococcales_Cystobacterineae_Cystobacteraceae_Cystobacter,BGC0000335_AID65224.1_469_mod1_asn
AID65224.1,GenBank,mod2,BGC0000335,phe,1515,1996,Bacteria_Proteobacteria_Deltaproteobacteria_Myxococcales_Cystobacterineae_Cystobacteraceae_Cystobacter,BGC0000335_AID65224.1_1515_mod2_phe
AID65225.1,GenBank,mod1,BGC0000335,tyr,1648,2115,Bacteria_Proteobacteria_Deltaproteobacteria_Myxococcales_Cystobacterineae_Cystobacteraceae_Cystobacter,BGC0000335_AID65225.1_1648_mod1_tyr
AIG79240.1,GenBank,mod1,BGC0000419,dpg,481,969,Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Amycolatopsis,BGC0000419_AIG79240.1_481_mod1_dpg
AIG79241.1,GenBank,mod1,BGC0000419,hpg,462,936,Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Amycolatopsis,BGC0000419_AIG79241.1_462_mod1_hpg
AIG79241.1,GenBank,mod2,BGC0000419,hpg,1929,2397,Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Amycolatopsis,BGC0000419_AIG79241.1_1929_mod2_hpg
AIG79241.1,GenBank,mod3,BGC0000419,bht,3410,3882,Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Amycolatopsis,BGC0000419_AIG79241.1_3410_mod3_bht
AIG79242.1,GenBank,mod1,BGC0000419,dpg,473,935,Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Amycolatopsis,BGC0000419_AIG79242.1_473_mod1_dpg
AIG79243.1,GenBank,mod1,BGC0000419,hpg,26,488,Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Amycolatopsis,BGC0000419_AIG79243.1_26_mod1_hpg
AIG79243.1,GenBank,mod2,BGC0000419,bht,1041,1519,Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Amycolatopsis,BGC0000419_AIG79243.1_1041_mod2_bht
AIR74925.1,GenBank,mod1,BGC0000974,gly,516,1007,Bacteria_Proteobacteria_Deltaproteobacteria_Myxococcales_Sorangiineae_Polyangiaceae_Chondromyces,BGC0000974_AIR74925.1_516_mod1_gly
AIR74926.1,GenBank,mod1,BGC0000974,gly,511,987,Bacteria_Proteobacteria_Deltaproteobacteria_Myxococcales_Sorangiineae_Polyangiaceae_Chondromyces,BGC0000974_AIR74926.1_511_mod1_gly
AIS24862.1,GenBank,mod1,BGC0001147,glycy,37,526,Bacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces,BGC0001147_AIS24862.1_37_mod1_glycy
AIT38302.1,GenBank,mod1,BGC0000382,leu,845,1268,Bacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces,BGC0000382_AIT38302.1_845_mod1_leu
AIW82277.1,GenBank,mod1,BGC0001125,asn,525,982,Bacteria_Cyanobacteria_Nostocales_Nostocaceae_Cylindrospermum,BGC0001125_AIW82277.1_525_mod1_asn
AIW82277.1,GenBank,mod2,BGC0001125,pro,2006,2494,Bacteria_Cyanobacteria_Nostocales_Nostocaceae_Cylindrospermum,BGC0001125_AIW82277.1_2006_mod2_pro
AIW82282.1,GenBank,mod1,BGC0001125,val,2490,2983,Bacteria_Cyanobacteria_Nostocales_Nostocaceae_Cylindrospermum,BGC0001125_AIW82282.1_2490_mod1_val
AIW82283.1,GenBank,mod1,BGC0001125,deoxy-thr,552,1041,Bacteria_Cyanobacteria_Nostocales_Nostocaceae_Cylindrospermum,BGC0001125_AIW82283.1_552_mod1_deoxy-thr
AIW82283.1,GenBank,mod2,BGC0001125,asn|gln,1622,2119,Bacteria_Cyanobacteria_Nostocales_Nostocaceae_Cylindrospermum,BGC0001125_AIW82283.1_1622_mod2_asn|gln
AIW82284.1,GenBank,mod1,BGC0001125,deoxy-thr,295,784,Bacteria_Cyanobacteria_Nostocales_Nostocaceae_Cylindrospermum,BGC0001125_AIW82284.1_295_mod1_deoxy-thr
AIW82284.1,GenBank,mod2,BGC0001125,asn,1365,1879,Bacteria_Cyanobacteria_Nostocales_Nostocaceae_Cylindrospermum,BGC0001125_AIW82284.1_1365_mod2_asn
AIW82284.1,GenBank,mod3,BGC0001125,ala,2452,2929,Bacteria_Cyanobacteria_Nostocales_Nostocaceae_Cylindrospermum,BGC0001125_AIW82284.1_2452_mod3_ala
AIW82285.1,GenBank,mod1,BGC0001125,thr,488,993,Bacteria_Cyanobacteria_Nostocales_Nostocaceae_Cylindrospermum,BGC0001125_AIW82285.1_488_mod1_thr
AOHE01000006.1,GenBank,mod1,BGC0000334,d-ala,706,1213,Unknown,simA_mod1_d-ala
AOHE01000006.1,GenBank,mod10,BGC0000334,leu,10386,10889,Unknown,simA_mod10_leu
AOHE01000006.1,GenBank,mod11,BGC0000334,ala,11484,11974,Unknown,simA_mod11_ala
AOHE01000006.1,GenBank,mod2,BGC0000334,leu,1812,2302,Unknown,simA_mod2_leu
AOHE01000006.1,GenBank,mod3,BGC0000334,leu,2893,3394,Unknown,simA_mod3_leu
AOHE01000006.1,GenBank,mod4,BGC0000334,val,3786,4297,Unknown,simA_mod4_val
AOHE01000006.1,GenBank,mod5,BGC0000334,bmt,4887,5383,Unknown,simA_mod5_bmt
AOHE01000006.1,GenBank,mod6,BGC0000334,abu,5982,6479,Unknown,simA_mod6_abu
AOHE01000006.1,GenBank,mod7,BGC0000334,sar,7067,7600,Unknown,simA_mod7_sar
AOHE01000006.1,GenBank,mod8,BGC0000334,leu,8194,8697,Unknown,simA_mod8_leu
AOHE01000006.1,GenBank,mod9,BGC0000334,val,9300,9797,Unknown,simA_mod9_val
BAH22763.1,GenBank,mod1,NA,thr,488,1017,Bacteria_Cyanobacteria_Oscillatoriophycideae_Chroococcales_Microcystis,BAH22763.1_488_mod1_thr
BAH31686.1,GenBank,mod1,BGC0000371,fhorn,483,969,Bacteria_Actinobacteria_Corynebacteriales_Nocardiaceae_Rhodococcus,BGC0000371_BAH31686.1_483_mod1_fhorn
BAH31686.1,GenBank,mod2,BGC0000371,ser,1984,2459,Bacteria_Actinobacteria_Corynebacteriales_Nocardiaceae_Rhodococcus,BGC0000371_BAH31686.1_1984_mod2_ser
BAH31686.1,GenBank,mod3,BGC0000371,horn,3493,4009,Bacteria_Actinobacteria_Corynebacteriales_Nocardiaceae_Rhodococcus,BGC0000371_BAH31686.1_3493_mod3_horn
BAH31686.1,GenBank,mod4,BGC0000371,horn,4563,5041,Bacteria_Actinobacteria_Corynebacteriales_Nocardiaceae_Rhodococcus,BGC0000371_BAH31686.1_4563_mod4_horn
BAH33409.1,GenBank,mod1,BGC0000371,arg,494,984,Bacteria_Actinobacteria_Corynebacteriales_Nocardiaceae_Rhodococcus,BGC0000371_BAH33409.1_494_mod1_arg
BAH33409.1,GenBank,mod2,BGC0000371,gly,2360,2835,Bacteria_Actinobacteria_Corynebacteriales_Nocardiaceae_Rhodococcus,BGC0000371_BAH33409.1_2360_mod2_gly
BAH33409.1,GenBank,mod3,BGC0000371,horn,3340,3833,Bacteria_Actinobacteria_Corynebacteriales_Nocardiaceae_Rhodococcus,BGC0000371_BAH33409.1_3340_mod3_horn
BAO73252.1,GenBank,mod1,BGC0000456,athr|ser,996,1498,Eukaryota_Fungi_Dikarya_Ascomycota_Pezizomycotina_Sordariomycetes_Hypocreomycetidae_Hypocreales_Cordycipitaceae_Lecanicillium,BGC0000456_BAO73252.1_996_mod1_athr|ser
BAO73252.1,GenBank,mod2,BGC0000456,ala,2551,3056,Eukaryota_Fungi_Dikarya_Ascomycota_Pezizomycotina_Sordariomycetes_Hypocreomycetidae_Hypocreales_Cordycipitaceae_Lecanicillium,BGC0000456_BAO73252.1_2551_mod2_ala
BAO73252.1,GenBank,mod3,BGC0000456,pro,4122,4626,Eukaryota_Fungi_Dikarya_Ascomycota_Pezizomycotina_Sordariomycetes_Hypocreomycetidae_Hypocreales_Cordycipitaceae_Lecanicillium,BGC0000456_BAO73252.1_4122_mod3_pro
BAO73252.1,GenBank,mod4,BGC0000456,gln,5226,5730,Eukaryota_Fungi_Dikarya_Ascomycota_Pezizomycotina_Sordariomycetes_Hypocreomycetidae_Hypocreales_Cordycipitaceae_Lecanicillium,BGC0000456_BAO73252.1_5226_mod4_gln
BAO73252.1,GenBank,mod5,BGC0000456,tyr,6319,6811,Eukaryota_Fungi_Dikarya_Ascomycota_Pezizomycotina_Sordariomycetes_Hypocreomycetidae_Hypocreales_Cordycipitaceae_Lecanicillium,BGC0000456_BAO73252.1_6319_mod5_tyr
